,t вып-обр,t обработка,t под током,t продувка,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,температура первая,температура последняя,Ar (интенс.),эл. энергия (интенс.),произв жидкая сталь,произв количество обработок,расход газ Ar,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь КМ1,ферспл CaC2,ферспл  Mn5Si65Al0.5,ферспл SiMn18,ферспл  фх850А,эл. энергия,химсталь первый Al_1,химсталь первый C_1,химсталь первый Cr_1,химсталь первый Cu_1,химсталь первый Mn_1,химсталь первый Mo_1,химсталь первый N_1,химсталь первый Ni_1,химсталь первый P_1,химсталь первый S_1,химсталь первый Si_1,химсталь первый Ti_1,химсталь первый V_1,химсталь последний Al,химсталь последний C,химсталь последний Ca,химсталь последний Cr,химсталь последний Cu,химсталь последний Mn,химсталь последний Mo,химсталь последний N,химсталь последний Ni,химсталь последний P,химсталь последний S,химсталь последний Si,химсталь последний Ti,химсталь последний V,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2,химшлак последний Al2O3,химшлак первый Al2O3_1,136 RE,54E1,60E1,UIC54,НЕТ,ОР50,ОР65,Р50,Р65,Рельсы трамвайные,Шар заг d шара 100 мм 2 гр.,"Шар заг d шара 80-100 мм 2,3 гр.",Шар заг d шара 80-100 мм 4 гр.,Шары мелющие d 80-100 мм,Швеллер 40У,900А,G2HH,R260,R350HT,НХ,С255,Ш2.2,Ш2Л,Э73Ф,Э76,Э76Ф,Э76ХАФ,Э76ХФ,Э90ХАФ,сыпуч известь РП,химшлак первый SiO2_1
3329,9.0,42.8333333,19.0166667,42.6666667,0.5053300000000001,0.10319400000000001,0.19534100000000001,0.125358,1577.0,1583.0,12.2536151,13223.1375986,118.3,1.0,6.12,0.05,0.5539999999999999,0.02,0.106,0.306,0.182,4191.0,0.002,0.46399999999999997,0.20199999999999999,0.09699999999999999,0.633,0.01,0.011000000000000001,0.081,0.008,0.019,0.43200000000000005,0.001,0.002,0.003,0.845,0.0003,0.287,0.095,0.805,0.008,0.018000000000000002,0.08,0.009000000000000001,0.016,0.557,0.003,0.085,57.3,0.3,13.4,0.09,2.3,50.5,0.5,8.3,0.08,2.4,21.3,4.4,3.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.087,25.4
3330,8.0,43.716666700000005,17.85,43.3833333,0.3707548,0.084483,0.0407005,0.046479,1581.0,1579.0,11.46,12739.4957983,111.9,1.0,7.067,0.05,0.355,0.02,0.053,0.063,0.149,3790.0,0.002,0.539,0.21600000000000003,0.098,0.757,0.005,0.01,0.063,0.013000000000000001,0.019,0.49700000000000005,0.002,0.003,0.004,0.863,0.0005,0.28800000000000003,0.096,0.797,0.003,0.017,0.062,0.013000000000000001,0.013000000000000001,0.552,0.003,0.085,52.7,0.5,8.5,0.07,2.7,59.5,0.3,7.7,0.05,2.7,22.3,5.5,3.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.086,19.5
3331,12.0,48.033333299999995,18.8333333,47.35,0.431695,0.099225,0.1393425,0.09692100000000001,1582.0,1586.0,12.917051800000001,13214.8672566,113.9,1.0,11.489,0.05,0.466,0.02,0.087,0.218,0.175,4148.0,0.002,0.469,0.205,0.096,0.68,0.008,0.011000000000000001,0.073,0.009000000000000001,0.018000000000000002,0.46299999999999997,0.002,0.002,0.003,0.848,0.0004,0.29100000000000004,0.09699999999999999,0.805,0.006999999999999999,0.016,0.07400000000000001,0.01,0.012,0.5379999999999999,0.003,0.083,58.4,0.4,12.3,0.1,2.6,54.9,0.7,10.4,0.11,2.4,22.6,4.5,3.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.087,22.2
3332,18.0,46.8833333,21.5166667,46.7,0.45388999999999996,0.10546199999999999,0.145626,0.096732,1555.0,1581.0,16.9802281,13479.783113899999,115.9,1.0,7.443,0.05,0.49200000000000005,0.02,0.084,0.228,0.18600000000000003,4834.0,0.002,0.496,0.201,0.09699999999999999,0.6759999999999999,0.006,0.011000000000000001,0.063,0.009000000000000001,0.018000000000000002,0.45899999999999996,0.002,0.002,0.004,0.862,0.0004,0.289,0.09699999999999999,0.802,0.004,0.019,0.063,0.01,0.011000000000000001,0.539,0.003,0.083,58.3,0.6,10.1,0.11,2.7,56.7,0.6,9.1,0.09,2.7,21.4,5.2,3.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08800000000000001,21.8
3333,20.0,48.05,16.3666667,47.8833333,0.4551612,0.090153,0.11149049999999999,0.089001,1594.0,1586.0,15.1345876,12731.975560100002,114.0,1.0,5.81,0.05,0.49,0.02,0.087,0.174,0.159,3473.0,0.002,0.485,0.212,0.10099999999999999,0.7040000000000001,0.011000000000000001,0.011000000000000001,0.08,0.011000000000000001,0.018000000000000002,0.469,0.002,0.002,0.004,0.857,0.0005,0.289,0.1,0.802,0.009000000000000001,0.017,0.08,0.011000000000000001,0.013999999999999999,0.552,0.003,0.084,57.6,0.8,11.3,0.09,2.6,56.8,0.5,10.2,0.11,2.3,24.3,4.6,4.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08800000000000001,21.8
3334,29.0,49.0166667,22.033333300000002,48.5166667,0.28286,0.066906,0.1195955,0.086037,1545.0,1583.0,17.176744199999998,13517.7004539,118.2,1.0,23.389,0.05,0.289,0.02,0.079,0.187,0.11800000000000001,4964.0,0.003,0.6629999999999999,0.233,0.106,0.6970000000000001,0.008,0.009000000000000001,0.07400000000000001,0.012,0.02,0.47100000000000003,0.003,0.003,0.004,0.8740000000000001,0.0005,0.289,0.105,0.8029999999999999,0.006,0.012,0.073,0.012,0.013999999999999999,0.544,0.003,0.084,60.0,0.3,9.1,0.07,2.8,58.4,0.6,9.9,0.12,2.3,25.5,4.5,3.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08900000000000001,21.2
3335,37.0,46.3833333,23.2,46.2,0.37731729999999997,0.07371,0.077045,0.06801,1531.0,1577.0,10.1272311,13606.034482799998,113.7,1.0,7.376,0.05,0.358,0.02,0.07,0.12,0.13,5261.0,0.003,0.545,0.22699999999999998,0.111,0.732,0.011000000000000001,0.009000000000000001,0.079,0.01,0.017,0.484,0.003,0.003,0.004,0.858,0.0004,0.289,0.109,0.7959999999999999,0.01,0.016,0.078,0.011000000000000001,0.013000000000000001,0.531,0.003,0.084,61.5,0.5,8.4,0.11,2.9,58.6,0.7,9.2,0.13,2.3,25.4,4.3,3.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.146,21.5
3336,41.0,43.6833333,23.216666699999998,42.85,0.46112939999999997,0.084483,0.1068735,0.07978500000000001,1557.0,1594.0,12.037183099999998,13503.230437900002,112.8,1.0,4.748,0.05,0.45899999999999996,0.02,0.075,0.16699999999999998,0.149,5225.0,0.002,0.48100000000000004,0.222,0.09699999999999999,0.7070000000000001,0.006999999999999999,0.011000000000000001,0.067,0.01,0.017,0.493,0.002,0.003,0.004,0.86,0.0006,0.293,0.099,0.792,0.005,0.016,0.068,0.012,0.013000000000000001,0.539,0.003,0.083,51.3,1.1,29.4,0.1,2.9,57.9,0.6,14.7,0.1,2.7,21.4,5.5,4.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.215,17.8
3337,18.0,49.216666700000005,19.966666699999998,49.0666667,0.48588000000000003,0.07371,0.1552605,0.105399,1580.0,1571.0,10.9598456,12756.2604341,114.1,1.0,7.885,0.05,0.537,0.02,0.09300000000000001,0.243,0.13,4245.0,0.002,0.45899999999999996,0.223,0.107,0.667,0.01,0.01,0.085,0.008,0.018000000000000002,0.455,0.002,0.002,0.003,0.866,0.0003,0.287,0.106,0.805,0.009000000000000001,0.015,0.085,0.01,0.013000000000000001,0.56,0.003,0.084,56.1,0.6,16.4,0.09,2.2,53.3,1.0,12.8,0.19,2.1,25.1,5.7,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08900000000000001,25.2
3338,25.0,45.2,20.3333333,44.8666667,0.506125,0.11056500000000001,0.159335,0.09141,1570.0,1572.0,11.581474,12942.295081999999,116.8,1.0,15.976,0.05,0.555,0.02,0.07,0.2500001,0.195,4386.0,0.002,0.474,0.198,0.098,0.653,0.006,0.011000000000000001,0.071,0.008,0.017,0.45,0.002,0.002,0.004,0.8640000000000001,0.0003,0.28800000000000003,0.095,0.792,0.004,0.013999999999999999,0.07,0.008,0.012,0.5429999999999999,0.003,0.083,58.3,0.4,12.3,0.07,2.6,60.3,0.5,8.3,0.07,2.6,23.1,5.2,4.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.076,22.6
3339,27.0,45.216666700000005,20.4,45.0666667,0.5178050000000001,0.111699,0.18979400000000002,0.076362,1554.0,1567.0,13.8681388,13720.588235299998,114.0,1.0,7.327000000000001,0.05,0.568,0.02,0.034,0.299,0.19699999999999998,4665.0,0.002,0.45,0.193,0.102,0.626,0.008,0.011000000000000001,0.071,0.006999999999999999,0.017,0.461,0.002,0.002,0.003,0.847,0.0001,0.29,0.10300000000000001,0.797,0.006,0.015,0.071,0.009000000000000001,0.013999999999999999,0.544,0.003,0.084,57.9,0.5,12.2,0.07,2.4,59.1,0.9,6.5,0.07,2.4,24.7,4.9,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.051,23.7
3340,29.0,47.533333299999995,22.1833333,47.3666667,0.56808,0.12474,0.217403,0.12768,1552.0,1579.0,12.2435326,13740.0450789,120.6,1.0,7.625,0.17800000000000002,0.516,0.02,0.1,0.341,0.22,5080.0,0.002,0.42700000000000005,0.188,0.114,0.612,0.006999999999999999,0.009000000000000001,0.066,0.006999999999999999,0.019,0.439,0.002,0.002,0.003,0.867,0.0004,0.289,0.113,0.7929999999999999,0.005,0.015,0.066,0.008,0.013999999999999999,0.5479999999999999,0.003,0.084,48.8,0.7,9.2,0.1,2.6,51.0,0.6,6.7,0.07,2.5,20.7,4.5,3.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.044000000000000004,19.0
3341,25.0,45.5166667,16.85,45.35,0.490305,0.092421,0.10324349999999999,0.058995000000000006,1568.0,1565.0,9.668807300000001,12726.4094955,113.9,1.0,5.855,0.05,0.541,0.02,0.045,0.162,0.163,3574.0,0.002,0.447,0.209,0.10099999999999999,0.6970000000000001,0.006,0.009000000000000001,0.066,0.01,0.02,0.475,0.002,0.002,0.003,0.877,0.0004,0.29,0.102,0.7929999999999999,0.005,0.016,0.066,0.012,0.017,0.5429999999999999,0.003,0.083,46.9,0.7,8.3,0.08,2.8,54.0,0.8,4.9,0.06,2.8,19.2,4.5,3.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.044000000000000004,16.7
3343,26.0,51.033333299999995,30.5,51.033333299999995,0.379865,0.05273099999999999,0.053101999999999996,0.092814,1557.0,1631.0,7.4896484,13664.262295100001,111.3,1.0,12.722000000000001,0.05,0.414,0.02,0.11800000000000001,0.081,0.09300000000000001,6946.0,0.002,0.451,0.375,0.085,0.7440000000000001,0.006999999999999999,0.013000000000000001,0.07,0.011000000000000001,0.017,0.489,0.002,0.003,0.003,0.747,0.0002,0.423,0.086,0.795,0.006999999999999999,0.012,0.07200000000000001,0.012,0.012,0.552,0.003,0.037000000000000005,59.2,0.6,11.8,0.11,2.6,60.1,0.7,7.2,0.1,2.7,22.4,5.3,4.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.105,22.4
3344,35.0,49.8666667,25.55,49.8666667,0.50639,0.115668,0.1441145,0.112767,1554.0,1599.0,9.9882826,14028.962818,115.0,1.0,16.575,0.05,0.555,0.02,0.109,0.225,0.204,5974.0,0.002,0.39399999999999996,0.32,0.127,0.657,0.006999999999999999,0.011000000000000001,0.07200000000000001,0.009000000000000001,0.022000000000000002,0.45299999999999996,0.001,0.003,0.004,0.7609999999999999,0.0003,0.41700000000000004,0.12300000000000001,0.784,0.005,0.013000000000000001,0.068,0.01,0.013000000000000001,0.5770000000000001,0.004,0.036000000000000004,48.3,0.3,11.3,0.14,2.1,47.7,0.3,6.3,0.05,2.4,20.1,5.2,4.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.084,22.5
3345,44.0,45.0,29.1666667,45.0,0.52553,0.11907000000000001,0.14389749999999998,0.103485,1536.0,1600.0,9.918066900000001,13754.0571429,113.0,1.0,14.822000000000001,0.05,0.578,0.02,0.095,0.225,0.21,6686.0,0.002,0.374,0.32,0.115,0.66,0.006,0.012,0.078,0.006999999999999999,0.02,0.46299999999999997,0.001,0.002,0.003,0.7559999999999999,0.0001,0.419,0.114,0.787,0.006,0.013999999999999999,0.077,0.008,0.016,0.585,0.004,0.036000000000000004,51.7,1.1,12.4,0.3,2.1,59.2,0.7,6.1,0.09,2.2,26.4,4.7,4.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.128,24.7
3346,48.0,47.5166667,28.616666700000003,47.5166667,0.48557,0.133812,0.1173295,0.123591,1525.0,1589.0,11.091285000000001,13976.4705882,120.0,1.0,17.287,0.05,0.527,0.02,0.13699999999999998,0.182,0.23600000000000002,6666.0,0.002,0.431,0.314,0.10400000000000001,0.69,0.005,0.011000000000000001,0.065,0.008,0.019,0.451,0.002,0.002,0.004,0.78,0.0002,0.419,0.1,0.7829999999999999,0.004,0.012,0.064,0.009000000000000001,0.015,0.5720000000000001,0.004,0.037000000000000005,49.9,1.0,9.3,0.17,2.4,58.9,0.8,4.9,0.07,2.7,22.2,6.6,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.045,20.8
3347,50.0,46.033333299999995,23.1833333,46.033333299999995,0.434835,0.095823,0.0241365,0.064161,1527.0,1588.0,8.488726199999999,13923.7958303,112.7,1.0,12.884,0.05,0.475,0.02,0.087,0.036000000000000004,0.16899999999999998,5380.0,0.002,0.441,0.33799999999999997,0.083,0.762,0.006,0.012,0.061,0.009000000000000001,0.017,0.508,0.002,0.003,0.004,0.777,0.0002,0.418,0.08199999999999999,0.784,0.005,0.013999999999999999,0.06,0.011000000000000001,0.013000000000000001,0.569,0.003,0.038,50.2,0.9,9.9,0.21,2.6,50.7,0.8,4.9,0.08,2.6,19.8,6.0,5.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,19.3
3348,54.0,47.5166667,18.3833333,47.5166667,0.46669499999999997,0.109431,0.09677899999999999,0.105234,1565.0,1567.0,10.162730999999999,13704.8050771,113.4,1.0,16.043,0.05,0.509,0.02,0.11800000000000001,0.15,0.193,4199.0,0.002,0.409,0.326,0.09,0.7,0.005,0.012,0.061,0.01,0.019,0.466,0.001,0.003,0.004,0.775,0.0003,0.418,0.09,0.7859999999999999,0.005,0.012,0.061,0.011000000000000001,0.016,0.5720000000000001,0.004,0.037000000000000005,53.5,1.3,15.3,0.29,2.2,50.7,0.3,9.5,0.11,2.1,23.8,5.4,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.065,24.5
3349,54.0,42.4,20.5166667,42.4,0.49551999999999996,0.12133800000000002,0.08052000000000001,0.08217,1552.0,1566.0,8.2342541,13771.242891999998,115.4,1.0,11.592,0.05,0.5429999999999999,0.02,0.09,0.125,0.214,4709.0,0.002,0.38,0.318,0.083,0.711,0.005,0.011000000000000001,0.057,0.009000000000000001,0.013999999999999999,0.48100000000000004,0.002,0.003,0.004,0.772,0.0002,0.41700000000000004,0.084,0.779,0.004,0.012,0.057999999999999996,0.01,0.013000000000000001,0.564,0.004,0.037000000000000005,53.2,0.8,13.9,0.36,2.2,55.1,0.6,7.6,0.24,2.1,26.8,4.9,4.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.066,24.2
3350,30.0,43.033333299999995,16.35,43.033333299999995,0.5833550000000001,0.143451,0.14338299999999998,0.21595799999999998,1573.0,1575.0,15.003718,13482.568807299998,115.3,1.0,21.522,0.05,0.645,0.02,0.266,0.22,0.253,3674.0,0.001,0.325,0.3,0.1,0.637,0.006,0.013000000000000001,0.061,0.011000000000000001,0.022000000000000002,0.385,0.001,0.004,0.003,0.7759999999999999,0.0004,0.419,0.098,0.7829999999999999,0.005,0.013999999999999999,0.061,0.012,0.016,0.58,0.004,0.039,46.3,1.4,18.1,1.2,1.9,47.4,0.3,20.6,0.18,2.0,24.6,5.4,4.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.149,23.9
3351,17.0,48.7333333,15.366666699999998,48.7333333,0.43623999999999996,0.12700799999999998,0.0977375,0.11933699999999998,1608.0,1572.0,18.4820109,13173.969631200001,113.0,1.0,30.023000000000003,0.35100000000000003,0.20800000000000002,0.02,0.139,0.151,0.22399999999999998,3374.0,0.002,0.28,0.278,0.09699999999999999,0.628,0.006999999999999999,0.009000000000000001,0.07,0.011000000000000001,0.019,0.415,0.001,0.003,0.003,0.755,0.0003,0.425,0.099,0.777,0.008,0.011000000000000001,0.07400000000000001,0.012,0.013000000000000001,0.5589999999999999,0.003,0.038,50.9,1.5,24.7,0.87,2.1,46.4,0.7,20.5,0.24,2.0,23.7,4.7,4.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,24.5
3352,17.0,43.55,16.8,43.55,0.50936,0.100926,0.10351199999999999,0.12427200000000001,1590.0,1579.0,9.9113662,12671.4285714,112.5,1.0,14.388,0.05,0.563,0.02,0.14400000000000002,0.16,0.17800000000000002,3548.0,0.002,0.37,0.332,0.105,0.6940000000000001,0.006,0.011000000000000001,0.071,0.011000000000000001,0.02,0.465,0.001,0.003,0.003,0.799,0.0002,0.41600000000000004,0.10300000000000001,0.812,0.005,0.012,0.07,0.013000000000000001,0.015,0.568,0.003,0.039,48.9,2.1,18.6,2.1,2.0,41.4,1.4,17.1,1.45,1.7,25.1,6.2,4.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08199999999999999,24.4
3353,9.0,70.2,30.75,70.2,0.426885,0.150255,0.2083005,0.19556099999999998,1593.0,1630.0,12.1589744,12776.585365899999,110.2,1.0,28.451999999999998,0.05,0.44799999999999995,0.02,0.207,0.324,0.265,6548.0,0.001,0.424,0.29,0.099,0.594,0.006999999999999999,0.012,0.063,0.011000000000000001,0.02,0.401,0.001,0.002,0.003,0.763,0.0003,0.419,0.098,0.787,0.006,0.013000000000000001,0.064,0.012,0.01,0.552,0.002,0.036000000000000004,43.6,0.7,23.0,1.08,1.6,56.0,0.3,11.9,0.33,2.1,26.7,4.3,4.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.488,26.7
3354,31.0,52.2,28.733333299999998,52.2,0.5092899999999999,0.150822,0.184921,0.136884,1584.0,1605.0,6.354023000000001,12025.754060299998,113.8,1.0,11.056,0.687,0.4203179256079875,0.02,0.128,0.289,0.266,5759.0,0.001,0.33399999999999996,0.295,0.094,0.621,0.006999999999999999,0.012,0.064,0.009000000000000001,0.023,0.435,0.001,0.002,0.002,0.773,0.0001,0.42200000000000004,0.095,0.7909999999999999,0.006,0.013999999999999999,0.065,0.01,0.02,0.5720000000000001,0.003,0.038,48.5,0.3,13.7,0.13,2.1,58.3,0.3,8.8,0.11,2.2,26.7,5.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.081,22.8
3357,40.0,50.1333333,31.3333333,49.8666667,0.4293844,0.168399,0.155754,0.099612,1542.0,1573.0,5.6914992,11558.2978723,113.9,1.0,9.206,0.05,0.391,0.02,0.084,0.244,0.297,6036.0,0.002,0.41700000000000004,0.276,0.09300000000000001,0.659,0.006,0.012,0.073,0.008,0.017,0.475,0.002,0.035,0.005,0.753,0.0005,0.415,0.092,0.794,0.006,0.012,0.073,0.009000000000000001,0.015,0.569,0.004,0.036000000000000004,57.5,0.7,11.5,0.08,2.6,57.4,0.3,8.5,0.09,2.2,25.9,4.6,5.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.248,22.3
3358,46.0,43.9833333,22.75,43.0166667,0.40484499999999995,0.166099,0.151354,0.099678,1546.0,1578.0,12.5957993,12596.043956,115.4,1.0,17.991,0.05,0.42,0.02,0.086,0.237,0.293,4776.0,0.002,0.441,0.281,0.09699999999999999,0.662,0.005,0.011000000000000001,0.06,0.009000000000000001,0.016,0.47700000000000004,0.002,0.036000000000000004,0.003,0.762,0.0002,0.41700000000000004,0.096,0.789,0.004,0.012,0.06,0.009000000000000001,0.013000000000000001,0.552,0.003,0.036000000000000004,57.3,0.4,13.4,0.1,2.3,55.8,0.5,8.6,0.11,2.2,25.9,4.4,4.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.087,25.2
3359,46.0,42.033333299999995,19.7333333,41.4,0.4580241,0.173455,0.171256,0.117192,1567.0,1572.0,11.6985449,12283.7837838,114.9,1.0,16.079,0.05,0.475,0.02,0.10400000000000001,0.268,0.307,4040.0,0.002,0.42,0.278,0.095,0.649,0.008,0.012,0.068,0.009000000000000001,0.017,0.461,0.001,0.032,0.003,0.77,0.0002,0.418,0.094,0.792,0.008,0.013000000000000001,0.068,0.01,0.013000000000000001,0.555,0.003,0.035,54.2,0.5,15.5,0.16,2.2,57.7,0.4,7.7,0.11,2.2,26.3,4.5,4.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08800000000000001,24.5
3360,45.0,43.533333299999995,25.9166667,43.533333299999995,0.2912027,0.1469,0.129584,0.08295,1523.0,1578.0,11.484097,13020.192926,113.1,1.0,16.569000000000003,0.05,0.24100000000000002,0.02,0.07,0.203,0.26,5624.0,0.002,0.531,0.293,0.091,0.677,0.008,0.009000000000000001,0.069,0.009000000000000001,0.016,0.49,0.002,0.036000000000000004,0.003,0.772,0.0003,0.41700000000000004,0.08800000000000001,0.7959999999999999,0.006,0.012,0.065,0.009000000000000001,0.012,0.563,0.003,0.036000000000000004,58.9,0.5,13.0,0.1,2.6,62.2,0.4,6.7,0.08,2.8,21.5,4.2,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.145,22.5
3361,45.0,41.7666667,19.65,41.033333299999995,0.43146999999999996,0.17515,0.1792525,0.10958699999999999,1571.0,1576.0,8.501986500000001,12473.2824427,114.1,1.0,11.532,0.05,0.45,0.02,0.08900000000000001,0.281,0.31,4085.0,0.002,0.429,0.272,0.08900000000000001,0.639,0.005,0.012,0.057999999999999996,0.008,0.015,0.479,0.002,0.036000000000000004,0.004,0.765,0.0002,0.418,0.08800000000000001,0.7959999999999999,0.004,0.013000000000000001,0.059000000000000004,0.009000000000000001,0.01,0.5660000000000001,0.003,0.037000000000000005,56.4,0.4,11.6,0.08,2.4,57.1,0.4,8.3,0.11,2.1,26.7,4.4,5.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.149,23.6
3362,43.0,44.8166667,22.5166667,44.3833333,0.3678628,0.145205,0.148822,0.098958,1558.0,1573.0,4.0185102,11860.5477424,113.9,1.0,5.934,0.05,0.345,0.02,0.086,0.233,0.257,4451.0,0.002,0.456,0.299,0.099,0.6659999999999999,0.005,0.009000000000000001,0.057999999999999996,0.006999999999999999,0.016,0.478,0.002,0.021,0.003,0.778,0.0002,0.419,0.098,0.789,0.005,0.012,0.057999999999999996,0.008,0.013999999999999999,0.5660000000000001,0.003,0.036000000000000004,58.2,0.4,12.5,0.13,2.5,59.5,0.4,8.4,0.06,2.8,21.6,6.0,4.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.162,23.1
3363,38.0,42.05,21.7,42.0166667,0.361615,0.164415,0.22498600000000002,0.15617999999999999,1554.0,1583.0,10.8452514,12340.0921659,113.8,1.0,15.099,0.05,0.364,0.02,0.14,0.35200000000000004,0.29100000000000004,4463.0,0.001,0.49200000000000005,0.28,0.106,0.597,0.006999999999999999,0.011000000000000001,0.078,0.006999999999999999,0.017,0.431,0.002,0.036000000000000004,0.003,0.764,0.0003,0.41600000000000004,0.106,0.7879999999999999,0.006,0.012,0.078,0.008,0.013000000000000001,0.557,0.003,0.036000000000000004,53.5,0.6,15.9,0.18,2.2,56.8,0.6,8.5,0.14,2.1,26.5,4.2,4.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.142,24.5
3364,36.0,44.9833333,24.5166667,44.9833333,0.3274194,0.13955499999999998,0.12312999999999999,0.075846,1534.0,1580.0,7.764174000000001,11974.7110809,114.4,1.0,11.45,0.05,0.28300000000000003,0.02,0.062,0.193,0.247,4893.0,0.002,0.505,0.302,0.10300000000000001,0.687,0.005,0.01,0.07400000000000001,0.009000000000000001,0.018000000000000002,0.494,0.002,0.017,0.004,0.784,0.0005,0.418,0.10300000000000001,0.7959999999999999,0.005,0.011000000000000001,0.07400000000000001,0.01,0.013000000000000001,0.573,0.004,0.036000000000000004,52.2,0.5,9.0,0.11,2.7,53.0,0.5,10.0,0.13,2.3,23.2,3.7,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08800000000000001,19.6
3365,37.0,43.4,18.8166667,43.4,0.383182,0.145205,0.146073,0.088956,1567.0,1578.0,10.6369969,11775.7307352,113.1,1.0,15.27,0.05,0.354,0.02,0.07200000000000001,0.22899999999999998,0.257,3693.0,0.002,0.456,0.297,0.107,0.664,0.006,0.01,0.07400000000000001,0.009000000000000001,0.016,0.488,0.002,0.036000000000000004,0.003,0.785,0.0002,0.42,0.107,0.797,0.005,0.013000000000000001,0.073,0.009000000000000001,0.013000000000000001,0.5720000000000001,0.003,0.037000000000000005,52.2,0.5,9.0,0.11,2.7,52.8,0.3,7.1,0.06,2.6,20.4,4.6,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.085,19.6
